queue_event_id,centre_id,event_timestamp,queue_length,active_counters,avg_quantity_qtl,avg_service_time_min,hour,weather_condition,no_show_count,observed_wait_time_min,daily_capacity_qtl,daily_farmer_capacity,service_counters,historical_on_time_rate,historical_processing_efficiency,slot_fill_rate,day_of_week
Q000705,C001,2026-09-05 20:59:00,69,2,14,8,10,rain,0,14,120,180,4,0.736,0.631,0.81,5
Q000706,C003,2026-09-19 21:21:00,21,1,24,14,10,clear,0,24,110,165,4,0.921,0.854,0.862,5
Q000707,C004,2026-09-05 20:21:00,40,2,18,14,12,rain,0,8,60,100,2,0.746,0.824,0.822,5
Q000708,C002,2026-09-12 06:13:00,76,5,12,19,16,cloudy,3,12,90,150,3,0.896,0.791,0.812,5
Q000709,C003,2026-09-04 02:43:00,40,4,22,17,9,rain,0,31,110,165,4,0.921,0.854,0.862,4
Q000710,C002,2026-09-02 04:50:00,34,5,35,7,11,cloudy,1,24,90,150,3,0.896,0.791,0.812,2
Q000711,C004,2026-09-21 15:37:00,10,5,11,8,13,cloudy,1,20,60,100,2,0.746,0.824,0.822,0
Q000712,C004,2026-09-26 14:52:00,57,1,5,18,17,rain,1,5,60,100,2,0.746,0.824,0.822,5
Q000713,C001,2026-09-23 07:10:00,34,5,13,16,13,cloudy,1,42,120,180,4,0.736,0.631,0.81,2
Q000714,C003,2026-09-03 10:10:00,20,5,23,6,12,clear,3,12,110,165,4,0.921,0.854,0.862,3
Q000715,C002,2026-09-26 16:19:00,35,4,11,20,13,cloudy,2,45,90,150,3,0.896,0.791,0.812,5
Q000716,C003,2026-09-21 22:59:00,34,2,26,14,13,clear,3,43,110,165,4,0.921,0.854,0.862,0
Q000717,C003,2026-09-02 01:50:00,17,1,24,19,8,clear,1,31,110,165,4,0.921,0.854,0.862,2
Q000718,C004,2026-09-19 05:31:00,68,1,30,6,16,clear,3,12,60,100,2,0.746,0.824,0.822,5
Q000719,C003,2026-09-18 11:36:00,76,3,17,9,8,clear,3,28,110,165,4,0.921,0.854,0.862,4
Q000720,C002,2026-09-21 14:05:00,1,2,28,4,12,cloudy,2,17,90,150,3,0.896,0.791,0.812,0
Q000721,C001,2026-09-29 06:32:00,80,3,30,11,11,rain,2,7,120,180,4,0.736,0.631,0.81,1
Q000722,C003,2026-09-23 18:48:00,77,2,5,10,18,rain,0,22,110,165,4,0.921,0.854,0.862,2
Q000723,C004,2026-09-09 02:42:00,70,2,26,9,9,cloudy,1,9,60,100,2,0.746,0.824,0.822,2
Q000724,C002,2026-09-13 04:04:00,72,2,33,20,12,clear,0,39,90,150,3,0.896,0.791,0.812,6
Q000725,C003,2026-09-26 20:17:00,58,1,35,17,18,cloudy,0,25,110,165,4,0.921,0.854,0.862,5
Q000726,C004,2026-09-19 20:55:00,35,1,26,20,15,rain,2,38,60,100,2,0.746,0.824,0.822,5
Q000727,C001,2026-09-11 13:45:00,6,3,34,17,16,rain,2,5,120,180,4,0.736,0.631,0.81,4
Q000728,C004,2026-09-10 05:03:00,42,1,33,4,11,cloudy,3,9,60,100,2,0.746,0.824,0.822,3
Q000729,C002,2026-09-10 07:32:00,21,3,14,6,18,cloudy,0,6,90,150,3,0.896,0.791,0.812,3
Q000730,C004,2026-09-21 00:18:00,3,5,30,14,12,clear,0,35,60,100,2,0.746,0.824,0.822,0
Q000731,C002,2026-09-16 20:44:00,6,3,21,11,9,cloudy,3,11,90,150,3,0.896,0.791,0.812,2
Q000732,C004,2026-09-27 16:51:00,15,1,6,5,14,rain,0,13,60,100,2,0.746,0.824,0.822,6
Q000733,C001,2026-09-21 11:11:00,7,3,24,17,9,clear,0,40,120,180,4,0.736,0.631,0.81,0
Q000734,C001,2026-09-14 18:37:00,48,4,8,17,11,cloudy,0,34,120,180,4,0.736,0.631,0.81,0
Q000735,C004,2026-09-22 11:32:00,54,5,24,7,13,cloudy,0,34,60,100,2,0.746,0.824,0.822,1
Q000736,C003,2026-09-28 02:32:00,24,1,8,4,17,cloudy,0,42,110,165,4,0.921,0.854,0.862,0
Q000737,C002,2026-09-27 10:36:00,16,5,13,15,14,rain,3,16,90,150,3,0.896,0.791,0.812,6
Q000738,C002,2026-09-07 14:52:00,5,1,9,13,17,rain,2,24,90,150,3,0.896,0.791,0.812,0
Q000739,C002,2026-09-08 01:30:00,60,3,24,14,12,rain,0,38,90,150,3,0.896,0.791,0.812,1
Q000740,C002,2026-09-03 23:06:00,30,5,31,5,14,rain,1,17,90,150,3,0.896,0.791,0.812,3
Q000741,C002,2026-09-04 11:12:00,43,2,26,19,15,cloudy,2,42,90,150,3,0.896,0.791,0.812,4
Q000742,C003,2026-09-29 09:26:00,38,4,15,9,9,rain,0,36,110,165,4,0.921,0.854,0.862,1
Q000743,C002,2026-09-01 12:32:00,28,2,19,10,11,rain,2,29,90,150,3,0.896,0.791,0.812,1
Q000744,C002,2026-09-19 13:44:00,23,1,16,4,9,rain,0,40,90,150,3,0.896,0.791,0.812,5
Q000745,C001,2026-09-07 20:02:00,37,4,11,15,8,clear,1,17,120,180,4,0.736,0.631,0.81,0
Q000746,C003,2026-09-09 06:42:00,28,3,28,9,13,cloudy,1,16,110,165,4,0.921,0.854,0.862,2
Q000747,C002,2026-09-02 07:58:00,22,3,34,7,8,cloudy,1,29,90,150,3,0.896,0.791,0.812,2
Q000748,C001,2026-09-16 18:06:00,26,3,19,11,13,rain,1,38,120,180,4,0.736,0.631,0.81,2
Q000749,C004,2026-09-04 07:54:00,15,2,33,8,11,clear,3,28,60,100,2,0.746,0.824,0.822,4
Q000750,C003,2026-09-28 15:22:00,54,2,34,5,17,cloudy,1,39,110,165,4,0.921,0.854,0.862,0
Q000751,C003,2026-09-08 02:46:00,41,2,6,12,10,cloudy,3,18,110,165,4,0.921,0.854,0.862,1
Q000752,C001,2026-09-22 18:35:00,78,1,10,20,14,cloudy,2,36,120,180,4,0.736,0.631,0.81,1
Q000753,C004,2026-09-09 12:00:00,41,3,21,19,15,rain,2,42,60,100,2,0.746,0.824,0.822,2
Q000754,C004,2026-09-30 09:28:00,74,1,11,11,11,rain,1,30,60,100,2,0.746,0.824,0.822,2
Q000755,C002,2026-09-15 06:43:00,54,4,23,9,13,rain,0,13,90,150,3,0.896,0.791,0.812,1
Q000756,C001,2026-09-14 18:46:00,56,5,16,11,17,clear,3,37,120,180,4,0.736,0.631,0.81,0
Q000757,C003,2026-09-20 17:55:00,57,4,18,17,13,rain,2,22,110,165,4,0.921,0.854,0.862,6
Q000758,C004,2026-09-02 11:29:00,22,4,12,12,18,clear,2,10,60,100,2,0.746,0.824,0.822,2
Q000759,C003,2026-09-24 04:33:00,65,5,25,6,12,clear,0,12,110,165,4,0.921,0.854,0.862,3
Q000760,C001,2026-09-17 17:58:00,4,5,11,14,11,cloudy,2,21,120,180,4,0.736,0.631,0.81,3
Q000761,C003,2026-09-13 20:17:00,24,5,9,12,8,rain,2,27,110,165,4,0.921,0.854,0.862,6
Q000762,C004,2026-09-19 19:41:00,74,1,20,20,10,rain,1,19,60,100,2,0.746,0.824,0.822,5
Q000763,C002,2026-09-22 22:42:00,29,5,23,18,15,rain,0,25,90,150,3,0.896,0.791,0.812,1
Q000764,C002,2026-09-20 20:51:00,53,2,19,18,16,clear,2,13,90,150,3,0.896,0.791,0.812,6
Q000765,C002,2026-09-15 06:15:00,1,4,30,15,13,clear,3,32,90,150,3,0.896,0.791,0.812,1
Q000766,C004,2026-09-25 19:42:00,38,3,23,4,17,clear,1,14,60,100,2,0.746,0.824,0.822,4
Q000767,C003,2026-09-27 05:06:00,80,5,34,16,14,clear,3,9,110,165,4,0.921,0.854,0.862,6
Q000768,C004,2026-09-09 22:12:00,60,1,15,18,18,rain,0,15,60,100,2,0.746,0.824,0.822,2
Q000769,C001,2026-09-26 12:25:00,22,1,31,19,8,clear,1,9,120,180,4,0.736,0.631,0.81,5
Q000770,C004,2026-09-14 06:30:00,26,2,14,20,9,rain,0,28,60,100,2,0.746,0.824,0.822,0
Q000771,C001,2026-09-09 04:10:00,41,4,17,9,9,clear,3,35,120,180,4,0.736,0.631,0.81,2
Q000772,C001,2026-09-19 01:23:00,26,2,32,10,12,rain,3,15,120,180,4,0.736,0.631,0.81,5
Q000773,C003,2026-09-28 02:11:00,25,5,27,18,12,clear,0,14,110,165,4,0.921,0.854,0.862,0
Q000774,C004,2026-09-04 06:22:00,51,5,30,11,16,rain,3,34,60,100,2,0.746,0.824,0.822,4
Q000775,C004,2026-09-27 13:47:00,5,1,14,18,13,cloudy,2,30,60,100,2,0.746,0.824,0.822,6
Q000776,C002,2026-09-20 05:50:00,31,2,33,17,15,rain,1,41,90,150,3,0.896,0.791,0.812,6
Q000777,C001,2026-09-19 06:21:00,5,2,33,9,12,cloudy,2,9,120,180,4,0.736,0.631,0.81,5
Q000778,C002,2026-09-23 19:31:00,52,5,8,15,9,clear,2,31,90,150,3,0.896,0.791,0.812,2
Q000779,C004,2026-09-08 20:32:00,32,2,21,5,15,clear,0,45,60,100,2,0.746,0.824,0.822,1
Q000780,C004,2026-09-18 16:49:00,43,4,32,10,14,clear,0,21,60,100,2,0.746,0.824,0.822,4
Q000781,C001,2026-09-07 13:34:00,41,4,20,18,9,clear,1,33,120,180,4,0.736,0.631,0.81,0
Q000782,C002,2026-09-22 18:43:00,35,2,10,4,17,clear,1,23,90,150,3,0.896,0.791,0.812,1
Q000783,C001,2026-09-25 16:29:00,50,2,7,4,18,rain,1,33,120,180,4,0.736,0.631,0.81,4
Q000784,C003,2026-09-09 10:51:00,27,1,33,10,15,cloudy,0,45,110,165,4,0.921,0.854,0.862,2
Q000785,C001,2026-09-19 03:09:00,39,4,6,4,8,rain,1,20,120,180,4,0.736,0.631,0.81,5
Q000786,C003,2026-09-12 05:02:00,25,1,5,17,8,clear,2,17,110,165,4,0.921,0.854,0.862,5
Q000787,C001,2026-09-11 09:25:00,12,2,28,9,8,rain,0,25,120,180,4,0.736,0.631,0.81,4
Q000788,C003,2026-09-26 22:24:00,80,2,24,10,16,rain,3,12,110,165,4,0.921,0.854,0.862,5
Q000789,C002,2026-09-11 02:00:00,13,3,15,9,8,rain,2,5,90,150,3,0.896,0.791,0.812,4
Q000790,C004,2026-09-11 00:53:00,58,2,7,12,18,cloudy,2,7,60,100,2,0.746,0.824,0.822,4
Q000791,C001,2026-09-11 07:13:00,52,3,29,19,9,cloudy,1,21,120,180,4,0.736,0.631,0.81,4
Q000792,C001,2026-09-28 15:42:00,41,4,26,8,13,clear,2,35,120,180,4,0.736,0.631,0.81,0
Q000793,C001,2026-09-16 14:31:00,2,5,34,18,14,cloudy,1,37,120,180,4,0.736,0.631,0.81,2
Q000794,C001,2026-09-11 22:34:00,2,5,29,7,12,clear,3,20,120,180,4,0.736,0.631,0.81,4
Q000795,C001,2026-09-04 01:57:00,17,3,20,13,11,clear,3,18,120,180,4,0.736,0.631,0.81,4
Q000796,C001,2026-09-12 04:31:00,76,4,28,14,10,rain,2,7,120,180,4,0.736,0.631,0.81,5
Q000797,C004,2026-09-30 20:20:00,36,1,12,14,13,clear,1,39,60,100,2,0.746,0.824,0.822,2
Q000798,C001,2026-09-12 15:45:00,28,5,32,16,16,rain,1,33,120,180,4,0.736,0.631,0.81,5
Q000799,C001,2026-09-04 07:04:00,62,1,35,10,8,cloudy,1,18,120,180,4,0.736,0.631,0.81,4
Q000800,C002,2026-09-05 12:43:00,22,5,22,10,11,cloudy,0,32,90,150,3,0.896,0.791,0.812,5
Q000801,C004,2026-09-15 12:42:00,21,2,12,17,10,cloudy,1,24,60,100,2,0.746,0.824,0.822,1
Q000802,C003,2026-09-27 14:06:00,57,2,13,19,9,rain,3,29,110,165,4,0.921,0.854,0.862,6
Q000803,C002,2026-09-22 18:38:00,56,4,21,17,10,rain,0,29,90,150,3,0.896,0.791,0.812,1
Q000804,C004,2026-09-05 03:24:00,38,5,22,8,16,cloudy,1,21,60,100,2,0.746,0.824,0.822,5
Q000805,C004,2026-09-22 10:55:00,39,4,14,16,16,cloudy,3,9,60,100,2,0.746,0.824,0.822,1
Q000806,C003,2026-09-07 13:45:00,60,2,9,10,8,clear,2,36,110,165,4,0.921,0.854,0.862,0
Q000807,C004,2026-09-20 06:41:00,50,3,17,19,12,cloudy,0,31,60,100,2,0.746,0.824,0.822,6
Q000808,C001,2026-09-07 00:27:00,49,5,10,10,14,rain,2,37,120,180,4,0.736,0.631,0.81,0
Q000809,C004,2026-09-30 06:04:00,47,1,25,16,14,cloudy,1,20,60,100,2,0.746,0.824,0.822,2
Q000810,C004,2026-09-02 22:11:00,46,1,27,8,12,cloudy,3,14,60,100,2,0.746,0.824,0.822,2
Q000811,C003,2026-09-12 14:44:00,77,5,35,9,8,clear,0,29,110,165,4,0.921,0.854,0.862,5
Q000812,C004,2026-09-28 00:44:00,10,5,34,10,14,clear,3,21,60,100,2,0.746,0.824,0.822,0
Q000813,C003,2026-09-24 03:20:00,68,4,23,13,14,cloudy,0,11,110,165,4,0.921,0.854,0.862,3
Q000814,C003,2026-09-07 20:22:00,34,2,34,16,12,clear,1,36,110,165,4,0.921,0.854,0.862,0
Q000815,C001,2026-09-05 18:18:00,8,4,21,17,18,rain,3,15,120,180,4,0.736,0.631,0.81,5
Q000816,C002,2026-09-18 09:43:00,23,2,11,19,10,cloudy,0,33,90,150,3,0.896,0.791,0.812,4
Q000817,C002,2026-09-09 19:15:00,25,1,28,9,11,rain,3,33,90,150,3,0.896,0.791,0.812,2
Q000818,C001,2026-09-30 07:39:00,21,1,14,6,14,clear,2,9,120,180,4,0.736,0.631,0.81,2
Q000819,C003,2026-09-02 16:54:00,74,2,20,19,18,clear,0,8,110,165,4,0.921,0.854,0.862,2
Q000820,C003,2026-09-01 16:23:00,74,1,8,10,16,clear,3,43,110,165,4,0.921,0.854,0.862,1
Q000821,C003,2026-09-23 11:15:00,60,3,24,17,13,rain,2,25,110,165,4,0.921,0.854,0.862,2
Q000822,C002,2026-09-17 19:02:00,51,4,24,5,13,rain,0,5,90,150,3,0.896,0.791,0.812,3
Q000823,C004,2026-09-19 15:22:00,17,1,24,7,16,rain,1,28,60,100,2,0.746,0.824,0.822,5
Q000824,C004,2026-09-29 11:54:00,60,5,18,10,8,cloudy,2,6,60,100,2,0.746,0.824,0.822,1
Q000825,C003,2026-09-03 10:28:00,41,4,12,19,14,cloudy,0,27,110,165,4,0.921,0.854,0.862,3
Q000826,C004,2026-09-23 00:33:00,12,4,14,10,10,cloudy,0,13,60,100,2,0.746,0.824,0.822,2
Q000827,C004,2026-09-05 07:37:00,38,5,32,18,10,rain,0,35,60,100,2,0.746,0.824,0.822,5
Q000828,C002,2026-09-12 10:18:00,27,2,29,6,9,rain,0,15,90,150,3,0.896,0.791,0.812,5
Q000829,C003,2026-09-18 19:22:00,35,2,28,12,18,rain,0,13,110,165,4,0.921,0.854,0.862,4
Q000830,C004,2026-09-05 11:17:00,42,2,34,6,18,rain,3,29,60,100,2,0.746,0.824,0.822,5
Q000831,C004,2026-09-11 23:23:00,28,3,8,13,9,clear,0,26,60,100,2,0.746,0.824,0.822,4
Q000832,C002,2026-09-06 15:19:00,73,3,9,14,14,cloudy,0,24,90,150,3,0.896,0.791,0.812,6
Q000833,C001,2026-09-28 05:00:00,68,2,32,16,14,rain,2,13,120,180,4,0.736,0.631,0.81,0
Q000834,C002,2026-09-06 04:55:00,50,1,22,18,13,clear,2,19,90,150,3,0.896,0.791,0.812,6
Q000835,C004,2026-09-22 02:20:00,18,5,14,8,18,cloudy,0,43,60,100,2,0.746,0.824,0.822,1
Q000836,C003,2026-09-15 09:53:00,64,1,13,19,18,clear,3,23,110,165,4,0.921,0.854,0.862,1
Q000837,C004,2026-09-04 00:44:00,42,2,31,10,11,cloudy,0,16,60,100,2,0.746,0.824,0.822,4
Q000838,C004,2026-09-19 04:27:00,38,2,5,16,13,rain,3,27,60,100,2,0.746,0.824,0.822,5
Q000839,C004,2026-09-19 03:38:00,9,5,28,13,12,cloudy,1,40,60,100,2,0.746,0.824,0.822,5
Q000840,C004,2026-09-05 18:47:00,16,3,29,5,12,rain,1,41,60,100,2,0.746,0.824,0.822,5
Q000841,C002,2026-09-21 11:09:00,61,3,33,8,11,clear,1,5,90,150,3,0.896,0.791,0.812,0
Q000842,C003,2026-09-27 13:17:00,13,2,17,17,18,clear,0,11,110,165,4,0.921,0.854,0.862,6
Q000843,C003,2026-09-22 22:05:00,22,1,8,20,18,rain,3,14,110,165,4,0.921,0.854,0.862,1
Q000844,C004,2026-09-12 12:06:00,4,1,12,16,15,rain,1,29,60,100,2,0.746,0.824,0.822,5
Q000845,C001,2026-09-22 10:57:00,48,3,25,18,13,clear,0,12,120,180,4,0.736,0.631,0.81,1
Q000846,C001,2026-09-06 21:48:00,62,5,12,4,17,cloudy,3,22,120,180,4,0.736,0.631,0.81,6
Q000847,C001,2026-09-28 08:04:00,23,4,20,17,12,cloudy,1,11,120,180,4,0.736,0.631,0.81,0
Q000848,C003,2026-09-04 05:51:00,68,2,17,4,14,cloudy,3,9,110,165,4,0.921,0.854,0.862,4
Q000849,C001,2026-09-10 19:06:00,15,2,32,9,8,cloudy,3,25,120,180,4,0.736,0.631,0.81,3
Q000850,C001,2026-09-03 03:15:00,16,5,11,9,9,cloudy,2,7,120,180,4,0.736,0.631,0.81,3
Q000851,C001,2026-09-07 00:43:00,64,3,16,9,14,cloudy,0,20,120,180,4,0.736,0.631,0.81,0
Q000852,C003,2026-09-03 10:55:00,66,3,26,18,10,cloudy,3,25,110,165,4,0.921,0.854,0.862,3
Q000853,C003,2026-09-28 22:36:00,68,5,11,7,18,clear,1,7,110,165,4,0.921,0.854,0.862,0
Q000854,C002,2026-09-07 19:14:00,38,2,35,8,17,cloudy,1,42,90,150,3,0.896,0.791,0.812,0
Q000855,C003,2026-09-13 23:29:00,16,5,18,6,16,rain,2,29,110,165,4,0.921,0.854,0.862,6
Q000856,C002,2026-09-19 13:28:00,58,1,35,12,18,rain,1,39,90,150,3,0.896,0.791,0.812,5
Q000857,C002,2026-09-04 13:34:00,80,3,25,10,13,cloudy,1,31,90,150,3,0.896,0.791,0.812,4
Q000858,C002,2026-09-15 18:02:00,55,4,5,11,9,rain,0,39,90,150,3,0.896,0.791,0.812,1
Q000859,C001,2026-09-26 07:27:00,52,1,15,6,13,rain,2,14,120,180,4,0.736,0.631,0.81,5
Q000860,C002,2026-09-13 19:23:00,1,1,17,11,14,clear,0,16,90,150,3,0.896,0.791,0.812,6
Q000861,C003,2026-09-28 03:39:00,62,1,21,15,17,rain,2,43,110,165,4,0.921,0.854,0.862,0
Q000862,C001,2026-09-03 12:53:00,21,3,35,16,10,rain,3,35,120,180,4,0.736,0.631,0.81,3
Q000863,C002,2026-09-13 03:27:00,1,5,27,8,18,clear,1,29,90,150,3,0.896,0.791,0.812,6
Q000864,C003,2026-09-03 18:14:00,47,2,26,17,15,clear,3,27,110,165,4,0.921,0.854,0.862,3
Q000865,C004,2026-09-24 05:04:00,36,3,35,17,16,cloudy,1,24,60,100,2,0.746,0.824,0.822,3
Q000866,C001,2026-09-15 06:21:00,52,3,32,6,18,clear,0,20,120,180,4,0.736,0.631,0.81,1
Q000867,C001,2026-09-08 20:50:00,73,1,7,13,16,rain,0,32,120,180,4,0.736,0.631,0.81,1
Q000868,C002,2026-09-23 04:24:00,63,5,26,7,14,clear,1,5,90,150,3,0.896,0.791,0.812,2
Q000869,C004,2026-09-25 16:07:00,44,2,28,20,18,cloudy,0,43,60,100,2,0.746,0.824,0.822,4
Q000870,C004,2026-09-09 00:34:00,67,2,10,6,13,clear,2,8,60,100,2,0.746,0.824,0.822,2
Q000871,C004,2026-09-23 21:43:00,48,2,16,7,13,cloudy,1,39,60,100,2,0.746,0.824,0.822,2
Q000872,C001,2026-09-14 13:19:00,38,4,14,12,11,clear,3,18,120,180,4,0.736,0.631,0.81,0
Q000873,C003,2026-09-30 14:47:00,65,1,34,18,17,rain,0,27,110,165,4,0.921,0.854,0.862,2
Q000874,C001,2026-09-29 08:49:00,58,3,14,15,9,clear,2,16,120,180,4,0.736,0.631,0.81,1
Q000875,C004,2026-09-17 11:44:00,1,1,18,19,11,clear,1,31,60,100,2,0.746,0.824,0.822,3
Q000876,C001,2026-09-23 12:53:00,0,2,29,12,11,rain,3,28,120,180,4,0.736,0.631,0.81,2
Q000877,C003,2026-09-17 22:37:00,54,2,22,12,9,rain,3,15,110,165,4,0.921,0.854,0.862,3
Q000878,C002,2026-09-17 10:52:00,55,1,16,10,9,clear,2,7,90,150,3,0.896,0.791,0.812,3
Q000879,C002,2026-09-19 07:26:00,53,3,33,5,10,cloudy,1,35,90,150,3,0.896,0.791,0.812,5
Q000880,C003,2026-09-06 18:15:00,53,4,22,19,18,cloudy,1,25,110,165,4,0.921,0.854,0.862,6
Q000881,C004,2026-09-24 04:39:00,49,2,8,7,8,clear,1,27,60,100,2,0.746,0.824,0.822,3
Q000882,C001,2026-09-12 02:49:00,6,3,18,4,14,rain,2,23,120,180,4,0.736,0.631,0.81,5
Q000883,C004,2026-09-05 02:44:00,54,2,24,8,16,clear,1,22,60,100,2,0.746,0.824,0.822,5
Q000884,C001,2026-09-13 08:20:00,31,4,11,19,9,cloudy,1,17,120,180,4,0.736,0.631,0.81,6
Q000885,C002,2026-09-11 19:02:00,15,2,17,5,12,clear,1,32,90,150,3,0.896,0.791,0.812,4
Q000886,C001,2026-09-29 09:50:00,25,1,32,5,14,rain,2,45,120,180,4,0.736,0.631,0.81,1
Q000887,C002,2026-09-11 10:44:00,43,4,20,5,16,rain,0,24,90,150,3,0.896,0.791,0.812,4
Q000888,C001,2026-09-13 14:35:00,46,3,35,15,14,clear,2,8,120,180,4,0.736,0.631,0.81,6
Q000889,C002,2026-09-03 05:09:00,0,1,26,14,11,rain,3,22,90,150,3,0.896,0.791,0.812,3
Q000890,C001,2026-09-20 23:09:00,23,3,35,19,13,rain,2,12,120,180,4,0.736,0.631,0.81,6
Q000891,C001,2026-09-01 23:25:00,70,2,15,15,13,cloudy,2,20,120,180,4,0.736,0.631,0.81,1
Q000892,C003,2026-09-10 21:54:00,74,4,7,7,10,cloudy,0,7,110,165,4,0.921,0.854,0.862,3
Q000893,C002,2026-09-10 03:13:00,57,1,7,14,12,cloudy,3,17,90,150,3,0.896,0.791,0.812,3
Q000894,C002,2026-09-03 08:21:00,16,2,18,12,16,rain,2,33,90,150,3,0.896,0.791,0.812,3
Q000895,C001,2026-09-21 04:51:00,8,4,18,20,16,clear,1,43,120,180,4,0.736,0.631,0.81,0
Q000896,C003,2026-09-07 05:19:00,37,1,35,5,11,cloudy,3,36,110,165,4,0.921,0.854,0.862,0
Q000897,C001,2026-09-08 21:17:00,56,5,17,16,14,cloudy,2,18,120,180,4,0.736,0.631,0.81,1
Q000898,C002,2026-09-01 12:25:00,20,5,11,4,16,rain,2,24,90,150,3,0.896,0.791,0.812,1
Q000899,C002,2026-09-14 20:12:00,34,5,8,9,11,clear,1,23,90,150,3,0.896,0.791,0.812,0
Q000900,C001,2026-09-30 11:07:00,18,3,34,8,12,clear,1,18,120,180,4,0.736,0.631,0.81,2
Q000901,C001,2026-09-01 10:01:00,44,5,16,14,9,cloudy,2,13,120,180,4,0.736,0.631,0.81,1
Q000902,C004,2026-09-29 04:24:00,37,3,6,4,13,clear,2,16,60,100,2,0.746,0.824,0.822,1
Q000903,C003,2026-09-02 01:34:00,68,5,8,16,18,rain,1,33,110,165,4,0.921,0.854,0.862,2
Q000904,C002,2026-09-16 02:40:00,34,2,23,16,10,rain,1,32,90,150,3,0.896,0.791,0.812,2
Q000905,C003,2026-09-08 02:31:00,61,1,20,9,15,clear,1,17,110,165,4,0.921,0.854,0.862,1
Q000906,C004,2026-09-09 13:33:00,36,1,14,9,10,rain,1,9,60,100,2,0.746,0.824,0.822,2
Q000907,C002,2026-09-04 15:11:00,54,2,19,16,9,cloudy,1,5,90,150,3,0.896,0.791,0.812,4
Q000908,C001,2026-09-18 13:14:00,49,1,8,4,18,clear,1,20,120,180,4,0.736,0.631,0.81,4
Q000909,C001,2026-09-13 12:51:00,18,5,5,4,9,cloudy,2,10,120,180,4,0.736,0.631,0.81,6
Q000910,C002,2026-09-07 16:34:00,61,5,33,18,10,rain,2,35,90,150,3,0.896,0.791,0.812,0
Q000911,C002,2026-09-12 10:48:00,7,5,27,12,18,cloudy,0,6,90,150,3,0.896,0.791,0.812,5
Q000912,C001,2026-09-06 00:48:00,69,3,8,20,14,clear,0,19,120,180,4,0.736,0.631,0.81,6
Q000913,C001,2026-09-11 16:05:00,54,4,9,15,18,rain,1,29,120,180,4,0.736,0.631,0.81,4
Q000914,C001,2026-09-23 17:41:00,21,1,12,7,12,rain,0,44,120,180,4,0.736,0.631,0.81,2
Q000915,C003,2026-09-06 17:46:00,46,1,33,5,17,clear,1,32,110,165,4,0.921,0.854,0.862,6
Q000916,C003,2026-09-28 15:26:00,23,4,9,13,17,rain,2,11,110,165,4,0.921,0.854,0.862,0
Q000917,C003,2026-09-24 01:48:00,47,3,30,6,8,clear,1,25,110,165,4,0.921,0.854,0.862,3
Q000918,C002,2026-09-19 03:08:00,57,4,31,6,9,cloudy,3,22,90,150,3,0.896,0.791,0.812,5
Q000919,C002,2026-09-05 11:17:00,41,2,10,16,13,rain,3,32,90,150,3,0.896,0.791,0.812,5
Q000920,C004,2026-09-20 04:38:00,77,3,9,11,14,rain,3,39,60,100,2,0.746,0.824,0.822,6
Q000921,C004,2026-09-25 14:06:00,68,2,17,6,17,cloudy,3,38,60,100,2,0.746,0.824,0.822,4
Q000922,C002,2026-09-05 07:48:00,30,3,5,10,8,rain,3,13,90,150,3,0.896,0.791,0.812,5
Q000923,C001,2026-09-04 01:34:00,44,3,32,8,12,rain,1,40,120,180,4,0.736,0.631,0.81,4
Q000924,C004,2026-09-12 09:22:00,26,2,6,8,9,cloudy,1,29,60,100,2,0.746,0.824,0.822,5
Q000925,C001,2026-09-20 16:23:00,47,1,27,7,18,cloudy,0,35,120,180,4,0.736,0.631,0.81,6
Q000926,C002,2026-09-02 17:28:00,18,3,9,6,11,clear,0,41,90,150,3,0.896,0.791,0.812,2
Q000927,C004,2026-09-08 04:01:00,23,4,28,8,16,cloudy,2,35,60,100,2,0.746,0.824,0.822,1
Q000928,C004,2026-09-16 16:57:00,56,1,14,7,10,clear,0,43,60,100,2,0.746,0.824,0.822,2
Q000929,C002,2026-09-24 06:13:00,20,1,17,17,18,rain,2,41,90,150,3,0.896,0.791,0.812,3
Q000930,C003,2026-09-11 16:47:00,54,2,13,6,16,rain,1,18,110,165,4,0.921,0.854,0.862,4
Q000931,C004,2026-09-29 12:39:00,7,2,17,9,16,cloudy,0,34,60,100,2,0.746,0.824,0.822,1
Q000932,C004,2026-09-15 14:35:00,51,4,10,5,13,cloudy,3,17,60,100,2,0.746,0.824,0.822,1
Q000933,C003,2026-09-06 06:54:00,13,1,16,14,8,clear,2,15,110,165,4,0.921,0.854,0.862,6
Q000934,C001,2026-09-04 07:50:00,27,5,5,13,11,cloudy,1,45,120,180,4,0.736,0.631,0.81,4
Q000935,C001,2026-09-12 07:00:00,34,1,23,5,17,rain,0,8,120,180,4,0.736,0.631,0.81,5
Q000936,C003,2026-09-05 14:18:00,39,1,16,13,14,cloudy,1,25,110,165,4,0.921,0.854,0.862,5
Q000937,C004,2026-09-17 13:10:00,16,1,15,17,16,clear,1,6,60,100,2,0.746,0.824,0.822,3
Q000938,C004,2026-09-23 01:27:00,75,1,14,9,10,cloudy,3,10,60,100,2,0.746,0.824,0.822,2
Q000939,C001,2026-09-11 21:26:00,27,2,29,9,16,cloudy,2,33,120,180,4,0.736,0.631,0.81,4
Q000940,C002,2026-09-16 18:48:00,37,3,24,17,8,cloudy,3,20,90,150,3,0.896,0.791,0.812,2
